timestamp,cell_id,throughput_dl_mbps,throughput_ul_mbps,latency_ms,rsrp_dbm,sinr_db,connected_ues,prb_utilization_pct,handover_attempts,handover_success
2024-06-01T08:14:00Z,cell-001,310.8,56.4,6.5,-76,27.1,11,33.3,2,2
2024-06-01T08:14:00Z,cell-002,270.1,53.7,8.2,-85,22.9,13,37.1,0,0
2024-06-01T08:14:00Z,cell-003,182.1,37.7,10.0,-91,17.6,23,32.4,2,2
2024-06-01T08:14:00Z,cell-004,427.5,94.7,4.4,-70,29.3,4,33.7,0,0
2024-06-01T08:15:00Z,cell-001,339.4,69.1,6.3,-76,25.5,5,36.9,1,1
2024-06-01T08:15:00Z,cell-002,225.9,54.4,7.1,-82,20.9,11,34.1,0,0
2024-06-01T08:15:00Z,cell-003,206.1,38.6,10.3,-94,16.5,24,35.0,0,0
2024-06-01T08:15:00Z,cell-004,464.0,80.0,4.6,-68,31.9,6,34.5,0,0
2024-06-01T08:16:00Z,cell-001,336.5,57.5,7.2,-75,25.6,10,35.3,1,1
2024-06-01T08:16:00Z,cell-002,269.9,49.8,7.1,-84,23.2,15,37.1,0,0
2024-06-01T08:16:00Z,cell-003,213.3,34.4,12.9,-93,19.4,24,40.1,0,0
2024-06-01T08:16:00Z,cell-004,450.7,89.4,5.5,-73,31.1,8,36.2,0,0
2024-06-01T08:17:00Z,cell-001,345.4,57.7,7.6,-79,27.4,6,39.3,0,0
2024-06-01T08:17:00Z,cell-002,241.4,48.9,7.8,-86,22.0,13,32.6,2,2
2024-06-01T08:17:00Z,cell-003,219.3,34.2,12.0,-93,16.0,22,39.1,0,0
2024-06-01T08:17:00Z,cell-004,384.6,82.7,4.8,-70,30.8,3,29.8,0,0
2024-06-01T08:18:00Z,cell-001,338.9,61.4,7.2,-78,25.7,7,35.9,0,0
2024-06-01T08:18:00Z,cell-002,279.3,51.2,7.4,-86,23.0,16,38.7,1,0
2024-06-01T08:18:00Z,cell-003,179.0,35.2,10.4,-92,17.1,20,30.5,1,1
2024-06-01T08:18:00Z,cell-004,413.3,96.3,5.1,-74,29.2,8,33.2,2,2
2024-06-01T08:19:00Z,cell-001,295.8,57.1,7.7,-78,25.8,8,30.0,0,0
2024-06-01T08:19:00Z,cell-002,230.9,52.7,9.3,-85,22.7,11,35.0,0,0
2024-06-01T08:19:00Z,cell-003,185.0,38.2,11.1,-91,19.2,22,31.5,0,0
2024-06-01T08:19:00Z,cell-004,483.0,78.6,5.3,-71,29.2,7,37.1,1,1
2024-06-01T08:20:00Z,cell-001,281.8,63.2,7.0,-80,24.3,7,28.0,0,0
2024-06-01T08:20:00Z,cell-002,235.9,46.2,8.9,-83,20.3,15,33.7,2,2
2024-06-01T08:20:00Z,cell-003,217.4,41.0,9.8,-92,18.6,20,40.2,0,0
2024-06-01T08:20:00Z,cell-004,431.7,82.9,4.8,-68,30.8,4,34.7,0,0
2024-06-01T08:21:00Z,cell-001,306.4,60.2,6.0,-81,25.7,10,35.5,0,0
2024-06-01T08:21:00Z,cell-002,238.1,43.6,8.8,-82,22.7,14,33.2,0,0
2024-06-01T08:21:00Z,cell-003,212.9,42.3,11.2,-89,17.7,22,36.6,1,0
2024-06-01T08:21:00Z,cell-004,412.9,96.3,5.4,-72,31.8,6,30.4,0,0
2024-06-01T08:22:00Z,cell-001,348.0,69.0,5.8,-80,27.1,11,38.3,0,0
2024-06-01T08:22:00Z,cell-002,259.6,52.1,7.5,-86,23.0,15,33.8,0,0
2024-06-01T08:22:00Z,cell-003,204.2,40.7,12.0,-92,16.1,21,36.4,0,0
2024-06-01T08:22:00Z,cell-004,431.0,79.0,5.4,-68,32.7,5,37.3,0,0
2024-06-01T08:23:00Z,cell-001,317.9,63.3,6.1,-79,25.9,6,37.3,0,0
2024-06-01T08:23:00Z,cell-002,269.5,48.0,9.3,-83,21.1,15,36.0,0,0
2024-06-01T08:23:00Z,cell-003,205.6,41.3,11.1,-90,18.3,22,35.4,0,0
2024-06-01T08:23:00Z,cell-004,402.5,91.1,5.0,-71,30.3,3,34.5,0,0
2024-06-01T08:24:00Z,cell-001,310.9,71.5,7.4,-78,27.7,10,36.9,0,0
2024-06-01T08:24:00Z,cell-002,274.4,53.4,8.1,-85,22.4,15,40.6,0,0
2024-06-01T08:24:00Z,cell-003,177.8,40.6,10.5,-90,19.9,23,32.6,1,0
2024-06-01T08:24:00Z,cell-004,422.5,83.2,5.2,-69,32.4,8,33.9,0,0
2024-06-01T08:25:00Z,cell-001,303.7,59.8,6.0,-80,26.7,5,34.8,1,1
2024-06-01T08:25:00Z,cell-002,223.5,46.9,7.1,-87,21.2,13,30.3,0,0
2024-06-01T08:25:00Z,cell-003,182.3,34.2,12.6,-92,19.2,23,33.3,0,0
2024-06-01T08:25:00Z,cell-004,430.8,90.5,5.5,-73,31.6,5,37.1,1,1
2024-06-01T08:26:00Z,cell-001,326.7,66.1,6.6,-78,25.4,7,35.5,0,0
2024-06-01T08:26:00Z,cell-002,244.8,47.3,7.7,-83,20.4,16,32.8,3,3
2024-06-01T08:26:00Z,cell-003,206.8,40.2,9.8,-93,18.3,23,38.0,1,0
2024-06-01T08:26:00Z,cell-004,466.5,81.1,4.4,-69,29.9,4,38.6,1,1
2024-06-01T08:27:00Z,cell-001,351.0,66.2,6.4,-76,26.5,8,35.6,0,0
2024-06-01T08:27:00Z,cell-002,246.9,45.5,8.9,-83,21.3,13,34.5,2,2
2024-06-01T08:27:00Z,cell-003,197.1,40.8,12.1,-93,19.3,21,36.7,0,0
2024-06-01T08:27:00Z,cell-004,453.4,90.6,4.7,-69,29.9,8,38.3,0,0
2024-06-01T08:28:00Z,cell-001,316.5,66.7,7.2,-81,26.1,9,33.9,1,1
2024-06-01T08:28:00Z,cell-002,259.2,54.2,7.8,-84,21.9,15,34.3,0,0
2024-06-01T08:28:00Z,cell-003,193.6,34.7,12.8,-90,17.2,21,37.2,0,0
2024-06-01T08:28:00Z,cell-004,421.5,96.4,5.2,-71,30.6,6,33.4,1,1
2024-06-01T08:29:00Z,cell-001,319.2,62.6,7.7,-79,24.4,5,36.1,0,0
2024-06-01T08:29:00Z,cell-002,281.1,47.4,9.2,-87,21.5,16,38.2,0,0
2024-06-01T08:29:00Z,cell-003,195.8,39.5,11.8,-94,19.4,23,37.4,0,0
2024-06-01T08:29:00Z,cell-004,404.2,93.9,5.0,-68,32.1,6,30.8,2,2
2024-06-01T08:30:00Z,cell-001,281.8,69.5,6.1,-80,27.6,6,31.1,1,1
2024-06-01T08:30:00Z,cell-002,243.4,52.4,8.4,-83,20.5,11,31.9,0,0
2024-06-01T08:30:00Z,cell-003,196.9,40.5,11.3,-92,19.0,19,34.5,0,0
2024-06-01T08:30:00Z,cell-004,451.6,82.9,5.1,-70,32.6,2,33.7,0,0
2024-06-01T08:31:00Z,cell-001,351.5,57.4,5.9,-77,26.0,9,36.3,0,0
2024-06-01T08:31:00Z,cell-002,244.8,50.1,7.7,-84,22.8,15,34.6,0,0
2024-06-01T08:31:00Z,cell-003,210.8,40.0,10.3,-90,18.6,22,39.6,0,0
2024-06-01T08:31:00Z,cell-004,415.4,83.1,4.5,-72,31.9,3,34.5,0,0
2024-06-01T08:32:00Z,cell-001,338.8,62.0,6.0,-80,25.7,5,37.6,0,0
2024-06-01T08:32:00Z,cell-002,262.0,51.9,9.1,-87,21.4,16,33.7,0,0
2024-06-01T08:32:00Z,cell-003,181.6,37.8,12.5,-94,18.0,21,34.2,0,0
2024-06-01T08:32:00Z,cell-004,471.0,96.9,5.4,-71,32.2,6,38.9,0,0
2024-06-01T08:33:00Z,cell-001,283.8,60.5,7.3,-77,26.8,7,30.1,0,0
2024-06-01T08:33:00Z,cell-002,266.6,54.5,7.2,-84,20.3,15,35.3,0,0
2024-06-01T08:33:00Z,cell-003,211.2,38.6,9.9,-93,18.9,19,35.3,1,1
2024-06-01T08:33:00Z,cell-004,427.1,89.2,4.8,-74,30.8,3,35.9,0,0
2024-06-01T08:34:00Z,cell-001,319.0,66.6,5.9,-79,26.7,8,37.8,0,0
2024-06-01T08:34:00Z,cell-002,268.0,46.5,7.3,-82,23.1,14,38.7,0,0
2024-06-01T08:34:00Z,cell-003,213.8,40.8,9.8,-91,18.0,25,39.2,0,0
2024-06-01T08:34:00Z,cell-004,427.6,85.0,5.1,-74,30.3,4,32.1,0,0
2024-06-01T08:35:00Z,cell-001,345.5,70.4,6.0,-76,26.5,11,35.4,0,0
2024-06-01T08:35:00Z,cell-002,266.9,45.7,8.9,-88,23.5,11,37.1,0,0
2024-06-01T08:35:00Z,cell-003,208.8,40.9,12.4,-90,17.4,20,34.5,0,0
2024-06-01T08:35:00Z,cell-004,390.7,96.4,5.1,-73,32.0,5,33.0,1,1
2024-06-01T08:36:00Z,cell-001,330.4,65.9,7.5,-75,26.3,10,35.0,0,0
2024-06-01T08:36:00Z,cell-002,257.5,47.3,7.2,-84,23.2,14,35.5,0,0
2024-06-01T08:36:00Z,cell-003,214.9,39.0,11.3,-95,19.5,22,38.5,3,3
2024-06-01T08:36:00Z,cell-004,442.5,80.5,5.1,-74,32.6,6,33.5,0,0
2024-06-01T08:37:00Z,cell-001,336.5,64.1,6.1,-76,25.4,6,38.1,4,4
2024-06-01T08:37:00Z,cell-002,277.3,47.7,8.9,-84,21.5,16,39.1,1,1
2024-06-01T08:37:00Z,cell-003,206.5,36.0,12.1,-95,16.4,24,39.3,1,1
2024-06-01T08:37:00Z,cell-004,478.5,83.0,5.1,-74,31.7,7,37.9,0,0
2024-06-01T08:38:00Z,cell-001,342.4,68.8,7.1,-79,25.5,11,40.1,4,3
2024-06-01T08:38:00Z,cell-002,252.5,43.3,7.7,-87,22.7,12,34.1,1,1
2024-06-01T08:38:00Z,cell-003,188.3,40.6,11.3,-89,16.6,23,35.3,2,2
2024-06-01T08:38:00Z,cell-004,396.5,84.4,4.4,-72,32.1,8,33.1,1,0
2024-06-01T08:39:00Z,cell-001,309.6,67.4,7.8,-77,24.2,9,32.6,1,1
2024-06-01T08:39:00Z,cell-002,270.7,48.6,9.0,-85,21.2,13,38.7,0,0
2024-06-01T08:39:00Z,cell-003,198.1,37.3,10.2,-90,19.1,20,36.8,0,0
2024-06-01T08:39:00Z,cell-004,440.7,78.7,5.4,-70,32.5,8,33.2,0,0
2024-06-01T08:40:00Z,cell-001,345.4,57.7,7.6,-78,26.1,11,37.5,0,0
2024-06-01T08:40:00Z,cell-002,236.0,54.8,7.9,-88,22.0,11,31.7,0,0
2024-06-01T08:40:00Z,cell-003,176.1,41.8,11.2,-93,16.6,25,29.0,1,1
2024-06-01T08:40:00Z,cell-004,409.5,94.0,5.0,-74,29.3,7,33.6,0,0
2024-06-01T08:41:00Z,cell-001,299.9,66.1,7.1,-80,24.5,5,30.5,2,2
2024-06-01T08:41:00Z,cell-002,236.4,44.8,8.0,-88,22.1,15,32.0,0,0
2024-06-01T08:41:00Z,cell-003,191.4,42.1,11.4,-91,18.1,25,36.8,0,0
2024-06-01T08:41:00Z,cell-004,485.2,81.9,4.2,-71,31.5,8,36.4,0,0
2024-06-01T08:42:00Z,cell-001,339.7,58.4,6.5,-80,26.3,7,39.0,0,0
2024-06-01T08:42:00Z,cell-002,260.0,52.7,7.1,-85,22.8,17,38.8,0,0
2024-06-01T08:42:00Z,cell-003,189.2,36.3,11.0,-90,19.5,25,33.7,0,0
2024-06-01T08:42:00Z,cell-004,464.3,94.6,4.7,-73,30.4,2,39.2,0,0
2024-06-01T08:43:00Z,cell-001,307.6,59.2,7.2,-78,27.8,7,36.2,0,0
2024-06-01T08:43:00Z,cell-002,258.2,52.8,8.3,-84,20.3,13,33.5,0,0
2024-06-01T08:43:00Z,cell-003,182.2,37.5,11.1,-92,18.9,24,34.4,0,0
2024-06-01T08:43:00Z,cell-004,481.8,78.1,5.1,-72,32.9,4,38.8,1,1
2024-06-01T08:44:00Z,cell-001,333.7,63.1,6.0,-81,27.4,6,38.2,0,0
2024-06-01T08:44:00Z,cell-002,262.8,54.3,7.9,-85,22.4,17,34.0,0,0
2024-06-01T08:44:00Z,cell-003,219.9,33.7,10.2,-93,17.1,23,38.2,0,0
2024-06-01T08:44:00Z,cell-004,486.8,82.5,5.5,-72,30.8,5,37.4,0,0
2024-06-01T08:45:00Z,cell-001,358.2,68.8,7.8,-80,26.9,7,40.2,1,1
2024-06-01T08:45:00Z,cell-002,231.3,51.5,8.7,-86,21.2,12,33.9,0,0
2024-06-01T08:45:00Z,cell-003,211.8,33.7,11.5,-94,16.6,21,37.2,3,3
2024-06-01T08:45:00Z,cell-004,424.4,91.5,4.9,-69,29.3,5,35.8,1,1
2024-06-01T08:46:00Z,cell-001,316.2,66.8,6.5,-75,26.6,11,36.3,1,1
2024-06-01T08:46:00Z,cell-002,276.8,43.8,7.3,-82,21.7,12,37.3,0,0
2024-06-01T08:46:00Z,cell-003,198.9,36.0,9.9,-94,19.8,20,36.0,0,0
2024-06-01T08:46:00Z,cell-004,435.3,80.1,5.5,-72,31.1,3,33.1,1,0
2024-06-01T08:47:00Z,cell-001,284.8,69.6,5.9,-79,27.7,10,32.8,0,0
2024-06-01T08:47:00Z,cell-002,223.6,53.6,8.3,-85,22.5,16,33.8,0,0
2024-06-01T08:47:00Z,cell-003,177.7,34.0,11.1,-91,17.2,22,31.2,0,0
2024-06-01T08:47:00Z,cell-004,485.9,83.8,4.8,-69,30.3,8,38.3,0,0
2024-06-01T08:48:00Z,cell-001,300.6,57.8,6.4,-78,25.1,8,35.1,0,0
2024-06-01T08:48:00Z,cell-002,278.2,51.6,7.4,-83,23.3,12,38.6,0,0
2024-06-01T08:48:00Z,cell-003,219.2,38.0,12.9,-93,16.1,20,39.2,0,0
2024-06-01T08:48:00Z,cell-004,453.0,82.5,4.2,-70,32.4,2,36.0,2,2
2024-06-01T08:49:00Z,cell-001,312.4,65.1,6.2,-76,25.5,9,32.9,0,0
2024-06-01T08:49:00Z,cell-002,259.5,50.3,7.3,-85,23.3,11,35.4,1,1
2024-06-01T08:49:00Z,cell-003,183.7,38.1,11.3,-89,19.0,19,29.7,1,1
2024-06-01T08:49:00Z,cell-004,476.0,79.5,5.5,-71,29.6,4,36.3,4,4
2024-06-01T08:50:00Z,cell-001,345.2,64.5,7.2,-79,25.3,7,37.6,0,0
2024-06-01T08:50:00Z,cell-002,240.4,53.7,9.1,-87,21.7,16,30.5,0,0
2024-06-01T08:50:00Z,cell-003,201.7,40.0,11.6,-90,19.1,20,35.8,1,1
2024-06-01T08:50:00Z,cell-004,408.1,88.5,5.2,-72,32.3,3,29.9,0,0
2024-06-01T08:51:00Z,cell-001,341.1,70.5,7.6,-77,25.6,10,38.7,1,1
2024-06-01T08:51:00Z,cell-002,250.7,47.6,9.3,-85,24.0,14,37.3,0,0
2024-06-01T08:51:00Z,cell-003,204.8,39.8,11.7,-90,18.9,20,38.9,0,0
2024-06-01T08:51:00Z,cell-004,463.3,91.3,5.2,-68,32.9,5,36.2,0,0
2024-06-01T08:52:00Z,cell-001,291.0,66.7,6.6,-76,25.1,8,33.7,3,3
2024-06-01T08:52:00Z,cell-002,265.0,47.2,8.1,-86,21.2,13,38.3,0,0
2024-06-01T08:52:00Z,cell-003,187.1,34.4,12.1,-93,18.2,20,31.5,1,1
2024-06-01T08:52:00Z,cell-004,425.9,91.5,4.3,-70,29.2,8,32.1,3,2
2024-06-01T08:53:00Z,cell-001,349.2,63.6,7.1,-80,26.6,11,41.0,0,0
2024-06-01T08:53:00Z,cell-002,256.5,49.4,8.7,-83,20.4,11,38.1,0,0
2024-06-01T08:53:00Z,cell-003,221.6,37.1,11.3,-94,19.7,24,41.9,2,1
2024-06-01T08:53:00Z,cell-004,394.0,97.1,4.6,-74,31.3,7,32.0,0,0
2024-06-01T08:54:00Z,cell-001,296.4,58.1,6.1,-76,25.9,8,33.3,1,1
2024-06-01T08:54:00Z,cell-002,262.5,45.4,8.5,-86,21.2,16,38.8,1,1
2024-06-01T08:54:00Z,cell-003,183.0,34.7,10.7,-94,18.7,20,29.4,0,0
2024-06-01T08:54:00Z,cell-004,443.6,88.5,4.5,-72,30.3,4,36.8,0,0
2024-06-01T08:55:00Z,cell-001,320.2,70.1,7.2,-79,25.6,7,36.2,1,0
2024-06-01T08:55:00Z,cell-002,279.7,48.7,8.1,-86,20.9,15,38.1,1,0
2024-06-01T08:55:00Z,cell-003,213.5,40.4,11.9,-90,19.2,23,40.0,0,0
2024-06-01T08:55:00Z,cell-004,441.7,77.8,5.0,-70,29.3,6,33.8,0,0
2024-06-01T08:56:00Z,cell-001,333.8,67.3,6.8,-76,25.8,9,36.2,0,0
2024-06-01T08:56:00Z,cell-002,255.6,51.0,7.7,-86,22.3,11,34.9,1,1
2024-06-01T08:56:00Z,cell-003,190.6,34.0,13.0,-92,16.2,19,36.6,0,0
2024-06-01T08:56:00Z,cell-004,449.8,91.8,5.6,-73,29.5,4,39.1,0,0
2024-06-01T08:57:00Z,cell-001,334.0,66.5,6.9,-76,25.5,10,38.7,0,0
2024-06-01T08:57:00Z,cell-002,281.0,52.9,8.8,-86,20.5,13,38.8,1,1
2024-06-01T08:57:00Z,cell-003,196.1,34.9,10.2,-93,16.9,24,36.3,0,0
2024-06-01T08:57:00Z,cell-004,475.6,81.6,4.3,-70,32.7,6,35.5,0,0
2024-06-01T08:58:00Z,cell-001,312.5,59.9,6.2,-81,27.0,11,35.8,0,0
2024-06-01T08:58:00Z,cell-002,256.6,49.9,8.9,-87,23.7,17,34.6,0,0
2024-06-01T08:58:00Z,cell-003,188.5,34.0,12.8,-91,16.9,24,35.8,1,1
2024-06-01T08:58:00Z,cell-004,481.1,90.6,5.3,-71,32.9,4,39.9,0,0
2024-06-01T08:59:00Z,cell-001,300.1,59.8,7.5,-80,26.2,6,34.7,2,2
2024-06-01T08:59:00Z,cell-002,229.9,46.0,7.5,-82,22.2,16,29.4,0,0
2024-06-01T08:59:00Z,cell-003,176.7,36.9,11.7,-92,19.3,19,33.5,0,0
2024-06-01T08:59:00Z,cell-004,432.8,94.7,4.7,-70,31.2,2,33.1,0,0
2024-06-01T09:00:00Z,cell-001,351.8,67.0,7.2,-77,27.0,8,41.0,0,0
2024-06-01T09:00:00Z,cell-002,243.5,46.2,8.2,-86,22.1,14,33.6,1,1
2024-06-01T09:00:00Z,cell-003,183.9,36.3,9.8,-90,17.3,25,30.8,0,0
2024-06-01T09:00:00Z,cell-004,426.4,79.7,4.6,-68,31.3,5,34.7,0,0
2024-06-01T09:01:00Z,cell-001,340.2,63.8,7.3,-75,25.4,10,37.2,0,0
2024-06-01T09:01:00Z,cell-002,251.3,53.9,8.3,-87,22.9,16,37.6,0,0
2024-06-01T09:01:00Z,cell-003,176.5,33.5,10.1,-95,19.3,24,29.6,1,1
2024-06-01T09:01:00Z,cell-004,447.3,90.5,5.1,-71,30.5,5,36.9,0,0
2024-06-01T09:02:00Z,cell-001,337.1,64.5,6.4,-79,24.1,9,38.7,1,1
2024-06-01T09:02:00Z,cell-002,227.6,44.9,7.4,-83,20.4,15,30.1,0,0
2024-06-01T09:02:00Z,cell-003,196.1,35.7,12.0,-95,19.8,21,35.8,1,1
2024-06-01T09:02:00Z,cell-004,392.6,84.5,5.0,-69,32.0,2,32.4,1,1
2024-06-01T09:03:00Z,cell-001,307.0,71.3,7.8,-76,26.6,9,36.1,0,0
2024-06-01T09:03:00Z,cell-002,238.2,54.0,8.7,-84,22.3,13,35.5,0,0
2024-06-01T09:03:00Z,cell-003,219.9,38.8,12.2,-89,17.3,24,40.8,2,2
2024-06-01T09:03:00Z,cell-004,471.5,90.7,5.0,-71,31.3,5,39.5,0,0
2024-06-01T09:04:00Z,cell-001,356.4,57.1,6.7,-77,26.0,11,36.4,1,1
2024-06-01T09:04:00Z,cell-002,241.5,50.6,8.9,-84,23.9,14,33.5,0,0
2024-06-01T09:04:00Z,cell-003,205.6,34.2,11.7,-92,18.7,25,34.8,0,0
2024-06-01T09:04:00Z,cell-004,398.9,84.7,4.7,-72,32.1,2,29.1,0,0
2024-06-01T09:05:00Z,cell-001,296.0,63.2,6.9,-79,24.5,8,30.0,0,0
2024-06-01T09:05:00Z,cell-002,274.0,43.3,8.0,-84,23.1,17,35.6,2,1
2024-06-01T09:05:00Z,cell-003,182.3,36.9,10.1,-89,18.3,21,30.8,0,0
2024-06-01T09:05:00Z,cell-004,464.5,84.1,5.6,-72,30.2,7,38.1,0,0
2024-06-01T09:06:00Z,cell-001,354.5,61.4,7.0,-80,25.2,11,40.9,0,0
2024-06-01T09:06:00Z,cell-002,257.7,46.7,8.5,-83,22.6,16,34.0,0,0
2024-06-01T09:06:00Z,cell-003,207.3,37.9,11.6,-89,17.2,20,35.6,0,0
2024-06-01T09:06:00Z,cell-004,403.7,97.4,4.4,-72,32.7,8,32.8,3,3
2024-06-01T09:07:00Z,cell-001,304.0,67.0,7.5,-77,25.8,11,35.0,1,1
2024-06-01T09:07:00Z,cell-002,231.1,48.1,7.9,-86,21.0,14,35.0,0,0
2024-06-01T09:07:00Z,cell-003,207.1,38.4,12.3,-92,19.7,21,37.8,1,1
2024-06-01T09:07:00Z,cell-004,408.7,90.4,4.4,-69,29.4,6,30.1,3,3
2024-06-01T09:08:00Z,cell-001,355.8,62.9,5.8,-79,27.0,7,37.2,1,1
2024-06-01T09:08:00Z,cell-002,244.4,48.6,8.6,-84,20.9,16,33.9,0,0
2024-06-01T09:08:00Z,cell-003,219.9,34.5,12.8,-94,17.7,20,38.0,0,0
2024-06-01T09:08:00Z,cell-004,393.0,91.6,4.8,-71,30.4,2,30.4,1,1
2024-06-01T09:09:00Z,cell-001,333.6,58.8,7.8,-76,26.6,6,36.6,0,0
2024-06-01T09:09:00Z,cell-002,270.0,50.5,7.4,-85,21.8,16,37.1,0,0
2024-06-01T09:09:00Z,cell-003,192.7,39.9,10.3,-94,18.4,25,35.3,1,1
2024-06-01T09:09:00Z,cell-004,421.0,80.7,4.3,-69,31.1,7,36.0,0,0
2024-06-01T09:10:00Z,cell-001,326.7,61.7,7.5,-77,26.4,9,33.8,1,1
2024-06-01T09:10:00Z,cell-002,262.4,46.8,7.6,-82,22.4,11,34.5,1,1
